Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
360900,-7963,-82344,90309,-58740,-59106,99770,99477,-73191,62883,98842,99961,87762,-99979,-99999,-99994,99477,40219,62883,98842,99961,87762
360950,-6083,-83398,89484,-57221,-60616,99872,99518,-73196,62877,98841,99961,87752,-99979,-99999,-99994,99518,40192,62877,98841,99961,87752
361000,-4200,-84424,88626,-55682,-62104,99939,99556,-73201,62872,98841,99961,87752,-99979,-99999,-99994,99556,40165,62872,98841,99961,87752
361050,-2316,-85419,87738,-54124,-63570,99970,99593,-73206,62866,98840,99961,87743,-99979,-99999,-99994,99593,40138,62866,98840,99961,87743
361100,-432,-86384,86818,-52547,-65013,99965,99627,-73211,62860,98840,99961,87743,-99979,-99999,-99994,99627,40110,62860,98840,99961,87743
361150,1453,-87318,85867,-50952,-66434,99925,99660,-73217,62854,98839,99961,87743,-99980,-99999,-99994,99660,40083,62854,98839,99961,87743
361200,3338,-88221,84886,-49340,-67830,99850,99689,-73222,62848,98839,99961,87752,-99980,-99999,-99994,99689,40056,62848,98839,99961,87752
361250,5221,-89093,83874,-47711,-69203,99739,99717,-73227,62842,98838,99961,87752,-99980,-99999,-99994,99717,40030,62842,98838,99961,87752
361300,7102,-89933,82833,-46065,-70551,99593,99742,-73232,62836,98837,99962,87762,-99980,-99999,-99994,99742,40003,62836,98837,99962,87762
361350,8981,-90741,81763,-44403,-71874,99411,99765,-73237,62829,98837,99962,87771,-99980,-99999,-99994,99765,39977,62829,98837,99962,87771
361400,10857,-91517,80663,-42727,-73171,99194,99785,-73242,62823,98836,99962,87781,-99980,-99999,-99994,99785,39951,62823,98836,99962,87781
361450,12728,-92260,79534,-41036,-74443,98942,99803,-73247,62816,98836,99962,87790,-99980,-99999,-99994,99803,39925,62816,98836,99962,87790
361500,14595,-92971,78378,-39330,-75688,98654,99819,-73252,62809,98835,99962,87800,-99980,-99999,-99994,99819,39900,62809,98835,99962,87800
361550,16458,-93649,77193,-37612,-76906,98332,99832,-73256,62802,98834,99962,87819,-99980,-99999,-99994,99832,39875,62802,98834,99962,87819
361600,18314,-94293,75982,-35880,-78097,97974,99842,-73261,62796,98834,99963,87838,-99980,-99999,-99994,99842,39850,62796,98834,99963,87838
361650,20163,-94904,74743,-34137,-79260,97582,99851,-73266,62789,98833,99963,87857,-99980,-99999,-99994,99851,39826,62789,98833,99963,87857
361700,22006,-95481,73477,-32382,-80395,97155,99856,-73270,62782,98833,99963,87876,-99980,-99999,-99994,99856,39802,62782,98833,99963,87876
361750,23841,-96024,72186,-30616,-81501,96694,99859,-73275,62775,98832,99963,87895,-99980,-99999,-99994,99859,39779,62775,98832,99963,87895
361800,25667,-96533,70869,-28839,-82578,96198,99860,-73279,62768,98832,99964,87923,-99980,-99999,-99994,99860,39757,62768,98832,99964,87923
361850,27484,-97008,69526,-27053,-83626,95668,99858,-73283,62761,98831,99964,87942,-99980,-99999,-99994,99858,39735,62761,98831,99964,87942
361900,29291,-97448,68159,-25258,-84644,95104,99854,-73287,62754,98831,99964,87971,-99980,-99999,-99994,99854,39713,62754,98831,99964,87971
361950,31088,-97854,66768,-23455,-85633,94506,99847,-73291,62746,98830,99964,87999,-99980,-99999,-99994,99847,39692,62746,98830,99964,87999
362000,32874,-98225,65353,-21644,-86590,93875,99838,-73295,62739,98829,99965,88028,-99980,-99999,-99994,99838,39672,62739,98829,99965,88028
362050,34648,-98561,63915,-19826,-87517,93210,99827,-73299,62732,98829,99965,88056,-99980,-99999,-99995,99827,39653,62732,98829,99965,88056
362100,36410,-98862,62454,-18001,-88413,92512,99813,-73302,62725,98829,99965,88094,-99980,-99999,-99995,99813,39634,62725,98829,99965,88094
362150,38159,-99128,60971,-16171,-89278,91782,99796,-73306,62719,98828,99965,88132,-99980,-99999,-99995,99796,39616,62719,98828,99965,88132
362200,39895,-99359,59466,-14335,-90110,91018,99777,-73309,62712,98828,99966,88161,-99980,-99999,-99995,99777,39599,62712,98828,99966,88161
362250,41616,-99554,57940,-12495,-90911,90223,99756,-73312,62705,98827,99966,88199,-99980,-99999,-99995,99756,39582,62705,98827,99966,88199
362300,43322,-99714,56393,-10651,-91680,89395,99733,-73315,62698,98827,99966,88237,-99980,-99999,-99995,99733,39566,62698,98827,99966,88237
362350,45014,-99839,54827,-8804,-92415,88535,99707,-73318,62691,98826,99966,88284,-99981,-99999,-99995,99707,39551,62691,98826,99966,88284
362400,46689,-99928,53241,-6954,-93118,87645,99679,-73321,62685,98826,99967,88322,-99981,-99999,-99995,99679,39537,62685,98826,99967,88322
362450,48347,-99981,51636,-5103,-93788,86722,99648,-73323,62678,98826,99967,88360,-99981,-99999,-99995,99648,39524,62678,98826,99967,88360
362500,49988,-99999,50013,-3250,-94425,85770,99616,-73326,62672,98825,99967,88408,-99981,-99999,-99995,99616,39512,62672,98825,99967,88408
362550,51612,-99982,48372,-1397,-95028,84786,99581,-73328,62666,98825,99968,88455,-99981,-99999,-99995,99581,39500,62666,98825,99968,88455
362600,53217,-99929,46713,456,-95597,83773,99545,-73330,62660,98825,99968,88493,-99981,-99999,-99995,99545,39489,62660,98825,99968,88493
362650,54803,-99840,45039,2309,-96133,82729,99506,-73332,62654,98824,99968,88541,-99981,-99999,-99995,99506,39480,62654,98824,99968,88541
362700,56370,-99716,43348,4160,-96634,81657,99465,-73334,62648,98824,99969,88588,-99981,-99999,-99995,99465,39471,62648,98824,99969,88588
362750,57917,-99557,41642,6009,-97100,80555,99422,-73335,62642,98824,99969,88645,-99981,-99999,-99995,99422,39463,62642,98824,99969,88645
362800,59443,-99362,39921,7855,-97533,79425,99377,-73336,62637,98823,99969,88693,-99981,-99999,-99995,99377,39456,62637,98823,99969,88693
362850,60948,-99132,38185,9698,-97930,78266,99331,-73338,62631,98823,99969,88740,-99981,-99999,-99995,99331,39450,62631,98823,99969,88740
362900,62432,-98867,36437,11537,-98293,77080,99282,-73339,62626,98823,99970,88797,-99981,-99999,-99995,99282,39445,62626,98823,99970,88797
362950,63893,-98567,34675,13371,-98621,75866,99232,-73339,62621,98823,99970,88845,-99981,-99999,-99995,99232,39441,62621,98823,99970,88845
363000,65332,-98231,32901,15200,-98914,74626,99181,-73340,62616,98823,99970,88892,-99981,-99999,-99995,99181,39438,62616,98823,99970,88892
363050,66747,-97861,31115,17022,-99172,73358,99127,-73340,62612,98823,99971,88949,-99981,-99999,-99995,99127,39436,62612,98823,99971,88949
363100,68139,-97456,29318,18839,-99394,72065,99072,-73340,62607,98823,99971,89006,-99981,-99999,-99995,99072,39435,62607,98823,99971,89006
363150,69506,-97016,27511,20647,-99581,70746,99016,-73340,62603,98822,99971,89054,-99981,-99999,-99995,99016,39435,62603,98822,99971,89054
363200,70849,-96542,25694,22448,-99733,69402,98958,-73340,62599,98822,99971,89111,-99981,-99999,-99995,98958,39436,62599,98822,99971,89111
363250,72166,-96033,23868,24241,-99849,68034,98899,-73340,62595,98822,99972,89168,-99981,-99999,-99995,98899,39438,62595,98822,99972,89168
363300,73458,-95491,22033,26024,-99930,66641,98838,-73339,62592,98822,99972,89225,-99981,-99999,-99995,98838,39441,62592,98822,99972,89225
363350,74724,-94914,20191,27797,-99975,65224,98776,-73339,62589,98822,99972,89272,-99981,-99999,-99996,98776,39445,62589,98822,99972,89272
363400,75963,-94304,18341,29560,-99985,63785,98714,-73338,62586,98822,99972,89329,-99981,-99999,-99996,98714,39450,62586,98822,99972,89329
363450,77176,-93660,16485,31312,-99960,62322,98650,-73337,62583,98823,99973,89386,-99981,-99999,-99996,98650,39456,62583,98823,99973,89386
363500,78360,-92983,14623,33052,-99898,60838,98585,-73335,62580,98823,99973,89443,-99981,-99999,-99996,98585,39463,62580,98823,99973,89443
363550,79517,-92273,12756,34779,-99802,59332,98519,-73334,62578,98823,99973,89500,-99981,-99999,-99996,98519,39470,62578,98823,99973,89500
363600,80646,-91530,10884,36494,-99669,57804,98453,-73332,62576,98823,99973,89548,-99981,-99999,-99996,98453,39479,62576,98823,99973,89548
363650,81746,-90755,9009,38195,-99502,56257,98386,-73330,62574,98823,99974,89605,-99982,-99999,-99996,98386,39489,62574,98823,99974,89605
363700,82817,-89947,7130,39882,-99299,54689,98318,-73328,62572,98823,99974,89662,-99982,-99999,-99996,98318,39499,62572,98823,99974,89662
363750,83859,-89107,5249,41554,-99060,53102,98250,-73326,62571,98823,99974,89709,-99982,-99999,-99996,98250,39511,62571,98823,99974,89709
363800,84871,-88236,3366,43211,-98787,51496,98181,-73324,62570,98824,99974,89766,-99982,-99999,-99996,98181,39523,62570,98824,99974,89766
363850,85853,-87334,1481,44852,-98478,49871,98112,-73321,62569,98824,99974,89814,-99982,-99999,-99996,98112,39537,62569,98824,99974,89814
363900,86804,-86400,-404,46476,-98135,48229,98043,-73318,62568,98824,99974,89871,-99982,-99999,-99996,98043,39551,62568,98824,99974,89871
363950,87724,-85436,-2288,48084,-97756,46570,97973,-73315,62568,98824,99975,89918,-99982,-99999,-99996,97973,39566,62568,98824,99975,89918
364000,88613,-84441,-4172,49673,-97343,44894,97904,-73312,62568,98825,99975,89975,-99982,-99999,-99996,97904,39582,62568,98825,99975,89975
364050,89471,-83416,-6055,51245,-96895,43203,97834,-73309,62568,98825,99975,90023,-99982,-99999,-99996,97834,39599,62568,98825,99975,90023
364100,90297,-82362,-7935,52797,-96413,41496,97765,-73306,62568,98825,99975,90070,-99982,-99999,-99996,97765,39616,62568,98825,99975,90070
364150,91091,-81278,-9812,54330,-95897,39774,97696,-73302,62569,98826,99975,90118,-99982,-99999,-99996,97696,39635,62569,98826,99975,90118
364200,91852,-80166,-11686,55844,-95346,38038,97627,-73299,62570,98826,99975,90165,-99982,-99999,-99996,97627,39654,62570,98826,99975,90165
364250,92581,-79025,-13556,57336,-94762,36288,97559,-73295,62572,98827,99975,90213,-99982,-99999,-99996,97559,39674,62572,98827,99975,90213
364300,93277,-77856,-15421,58808,-94144,34526,97491,-73291,62573,98827,99975,90260,-99982,-99999,-99996,97491,39694,62573,98827,99975,90260
364350,93940,-76659,-17281,60259,-93492,32751,97424,-73287,62575,98828,99975,90298,-99982,-99999,-99996,97424,39716,62575,98828,99975,90298
364400,94569,-75435,-19134,61687,-92807,30965,97357,-73283,62577,98828,99975,90346,-99982,-99999,-99996,97357,39737,62577,98828,99975,90346
364450,95165,-74185,-20981,63093,-92090,29168,97291,-73278,62579,98829,99975,90384,-99982,-99999,-99996,97291,39760,62579,98829,99975,90384
364500,95727,-72908,-22820,64476,-91339,27360,97227,-73274,62582,98829,99975,90422,-99982,-99999,-99996,97227,39783,62582,98829,99975,90422
364550,96255,-71605,-24651,65835,-90556,25543,97163,-73269,62584,98830,99975,90469,-99982,-99999,-99996,97163,39807,62584,98830,99975,90469
364600,96749,-70276,-26473,67171,-89741,23717,97100,-73265,62587,98830,99975,90498,-99982,-99999,-99997,97100,39831,62587,98830,99975,90498
364650,97208,-68923,-28286,68482,-88894,21882,97039,-73260,62591,98831,99975,90536,-99982,-99999,-99997,97039,39855,62591,98831,99975,90536
364700,97633,-67545,-30089,69768,-88016,20039,96979,-73255,62594,98831,99975,90574,-99982,-99999,-99997,96979,39881,62594,98831,99975,90574
364750,98023,-66143,-31881,71029,-87106,18189,96920,-73250,62598,98832,99975,90602,-99982,-99999,-99997,96920,39906,62598,98832,99975,90602
364800,98379,-64718,-33662,72263,-86165,16333,96863,-73245,62602,98832,99975,90640,-99982,-99999,-99997,96863,39932,62602,98832,99975,90640
364850,98699,-63269,-35431,73472,-85194,14471,96807,-73240,62606,98833,99975,90669,-99982,-99999,-99997,96807,39958,62606,98833,99975,90669
364900,98984,-61798,-37187,74654,-84192,12604,96753,-73235,62611,98833,99975,90697,-99982,-99999,-99997,96753,39985,62611,98833,99975,90697
364950,99235,-60306,-38930,75809,-83161,10732,96701,-73230,62615,98834,99975,90726,-99983,-99999,-99997,96701,40012,62615,98834,99975,90726
365000,99449,-58791,-40659,76936,-82100,8857,96651,-73225,62620,98835,99975,90745,-99983,-99999,-99997,96651,40039,62620,98835,99975,90745
365050,99629,-57256,-42374,78035,-81009,6978,96602,-73220,62625,98835,99975,90773,-99983,-99999,-99997,96602,40067,62625,98835,99975,90773
365100,99773,-55701,-44074,79106,-79890,5097,96556,-73214,62630,98836,99975,90792,-99983,-99999,-99997,96556,40094,62630,98836,99975,90792
365150,99882,-54126,-45758,80149,-78743,3214,96511,-73209,62635,98837,99974,90811,-99983,-99999,-99997,96511,40122,62635,98837,99974,90811
365200,99955,-52531,-47426,81162,-77567,1330,96469,-73204,62641,98837,99974,90830,-99983,-99999,-99997,96469,40149,62641,98837,99974,90830
365250,99993,-50918,-49077,82146,-76365,-554,96429,-73199,62647,98838,99974,90849,-99983,-99999,-99997,96429,40177,62647,98838,99974,90849
365300,99995,-49287,-50710,83100,-75134,-2439,96391,-73193,62653,98838,99974,90859,-99983,-99999,-99997,96391,40205,62653,98838,99974,90859
365350,99962,-47638,-52326,84024,-73878,-4322,96355,-73188,62659,98839,99974,90868,-99983,-99999,-99997,96355,40233,62659,98839,99974,90868
365400,99893,-45972,-53922,84917,-72595,-6204,96322,-73183,62665,98840,99973,90887,-99983,-99999,-99997,96322,40260,62665,98840,99973,90887
365450,99789,-44290,-55500,85780,-71286,-8084,96292,-73177,62671,98840,99973,90897,-99983,-99999,-99997,96292,40288,62671,98840,99973,90897
365500,99649,-42592,-57058,86612,-69952,-9961,96264,-73172,62678,98841,99973,90897,-99983,-99999,-99997,96264,40315,62678,98841,99973,90897
365550,99474,-40880,-58596,87412,-68593,-11834,96238,-73167,62684,98842,99973,90906,-99983,-99999,-99997,96238,40343,62684,98842,99973,90906
365600,99263,-39152,-60113,88181,-67209,-13703,96215,-73162,62691,98842,99972,90906,-99983,-99999,-99997,96215,40370,62691,98842,99972,90906
365650,99017,-37411,-61609,88918,-65802,-15568,96195,-73157,62698,98843,99972,90906,-99983,-99999,-99997,96195,40396,62698,98843,99972,90906
365700,98736,-35656,-63082,89622,-64371,-17426,96178,-73152,62704,98844,99972,90906,-99983,-99999,-99997,96178,40423,62704,98844,99972,90906
365750,98420,-33889,-64534,90295,-62918,-19279,96163,-73147,62711,98844,99972,90906,-99983,-99999,-99997,96163,40449,62711,98844,99972,90906
365800,98069,-32110,-65962,90934,-61442,-21125,96151,-73142,62718,98845,99971,90906,-99983,-99999,-99997,96151,40474,62718,98845,99971,90906
365850,97683,-30319,-67367,91541,-59944,-22963,96141,-73137,62725,98845,99971,90897,-99983,-99999,-99997,96141,40499,62725,98845,99971,90897
365900,97263,-28518,-68748,92114,-58425,-24793,96135,-73132,62732,98846,99971,90887,-99983,-99999,-99997,96135,40524,62732,98846,99971,90887
365950,96808,-26706,-70104,92654,-56886,-26614,96131,-73128,62740,98847,99970,90887,-99983,-99999,-99997,96131,40548,62740,98847,99970,90887
366000,96318,-24885,-71436,93161,-55326,-28426,96130,-73123,62747,98847,99970,90868,-99983,-99999,-99997,96130,40572,62747,98847,99970,90868
366050,95794,-23055,-72742,93634,-53746,-30228,96133,-73119,62754,98848,99970,90859,-99983,-99999,-99997,96133,40595,62754,98848,99970,90859
366100,95237,-21217,-74023,94073,-52148,-32019,96137,-73114,62761,98848,99970,90849,-99983,-99999,-99998,96137,40617,62761,98848,99970,90849
366150,94645,-19371,-75277,94479,-50530,-33798,96145,-73110,62768,98849,99969,90830,-99983,-99999,-99998,96145,40639,62768,98849,99969,90830
366200,94020,-17518,-76504,94850,-48895,-35566,96155,-73106,62775,98849,99969,90811,-99983,-99999,-99998,96155,40660,62775,98849,99969,90811
366250,93361,-15660,-77704,95186,-47243,-37321,96169,-73102,62783,98850,99968,90792,-99983,-99999,-99998,96169,40680,62783,98850,99968,90792
366300,92669,-13795,-78877,95489,-45573,-39062,96185,-73099,62790,98850,99968,90773,-99983,-99999,-99998,96185,40700,62790,98850,99968,90773
366350,91944,-11926,-80021,95756,-43888,-40790,96204,-73095,62797,98851,99968,90754,-99983,-99999,-99998,96204,40719,62797,98851,99968,90754
366400,91187,-10053,-81138,95990,-42187,-42504,96225,-73092,62804,98851,99967,90726,-99984,-99999,-99998,96225,40736,62804,98851,99967,90726
366450,90397,-8175,-82225,96188,-40471,-44202,96249,-73088,62811,98852,99967,90707,-99984,-99999,-99998,96249,40753,62811,98852,99967,90707
366500,89575,-6296,-83283,96352,-38740,-45884,96276,-73085,62818,98852,99967,90678,-99984,-99999,-99998,96276,40770,62818,98852,99967,90678
366550,88721,-4413,-84311,96481,-36996,-47551,96306,-73082,62824,98852,99966,90650,-99984,-99999,-99998,96306,40785,62824,98852,99966,90650
366600,87836,-2530,-85310,96575,-35239,-49200,96338,-73080,62831,98853,99966,90621,-99984,-99999,-99998,96338,40799,62831,98853,99966,90621
366650,86920,-645,-86278,96634,-33469,-50832,96373,-73077,62838,98853,99966,90593,-99984,-99999,-99998,96373,40813,62838,98853,99966,90593
366700,85972,1240,-87216,96658,-31687,-52446,96410,-73075,62844,98853,99965,90564,-99984,-99999,-99998,96410,40825,62844,98853,99965,90564
366750,84994,3124,-88122,96647,-29894,-54041,96449,-73073,62850,98854,99965,90536,-99984,-99999,-99998,96449,40837,62850,98854,99965,90536
366800,83986,5008,-88998,96602,-28091,-55617,96491,-73071,62857,98854,99965,90498,-99984,-99999,-99998,96491,40847,62857,98854,99965,90498
366850,82948,6889,-89841,96521,-26277,-57173,96535,-73069,62863,98854,99964,90469,-99984,-99999,-99998,96535,40856,62863,98854,99964,90469
366900,81881,8768,-90653,96406,-24454,-58709,96582,-73067,62869,98855,99964,90431,-99984,-99999,-99998,96582,40865,62869,98855,99964,90431
366950,80784,10645,-91433,96256,-22622,-60224,96630,-73066,62874,98855,99964,90393,-99984,-99999,-99998,96630,40872,62874,98855,99964,90393
367000,79659,12517,-92180,96071,-20783,-61718,96681,-73065,62880,98855,99963,90355,-99984,-99999,-99998,96681,40878,62880,98855,99963,90355
367050,78506,14384,-92894,95851,-18936,-63189,96733,-73064,62885,98855,99963,90317,-99984,-99999,-99998,96733,40884,62885,98855,99963,90317
367100,77324,16247,-93575,95596,-17082,-64639,96788,-73063,62890,98855,99962,90279,-99984,-99999,-99998,96788,40888,62890,98855,99962,90279
367150,76115,18104,-94223,95307,-15222,-66065,96844,-73062,62895,98856,99962,90241,-99984,-99999,-99998,96844,40891,62895,98856,99962,90241
367200,74879,19955,-94838,94984,-13357,-67468,96902,-73062,62900,98856,99962,90203,-99984,-99999,-99998,96902,40893,62900,98856,99962,90203
367250,73617,21798,-95419,94626,-11487,-68847,96961,-73062,62905,98856,99962,90165,-99984,-99999,-99998,96961,40894,62905,98856,99962,90165
367300,72328,23633,-95966,94234,-9612,-70201,97022,-73062,62909,98856,99961,90127,-99984,-99999,-99998,97022,40894,62909,98856,99961,90127
367350,71014,25461,-96479,93808,-7735,-71531,97085,-73062,62913,98856,99961,90089,-99984,-99999,-99998,97085,40892,62913,98856,99961,90089
367400,69674,27279,-96957,93348,-5855,-72835,97148,-73062,62917,98856,99961,90042,-99984,-99999,-99998,97148,40890,62917,98856,99961,90042
367450,68310,29087,-97401,92855,-3972,-74113,97213,-73063,62921,98856,99960,90004,-99984,-99999,-99998,97213,40886,62921,98856,99960,90004
367500,66921,30886,-97811,92327,-2089,-75365,97280,-73064,62924,98856,99960,89966,-99984,-99999,-99998,97280,40882,62924,98856,99960,89966
367550,65509,32673,-98186,91767,-204,-76590,97347,-73065,62928,98856,99960,89918,-99984,-99999,-99998,97347,40876,62928,98856,99960,89918
367600,64073,34448,-98526,91173,1681,-77788,97415,-73066,62931,98856,99959,89880,-99984,-99999,-99998,97415,40870,62931,98856,99959,89880
367650,62614,36212,-98830,90546,3565,-78958,97483,-73068,62933,98856,99959,89842,-99984,-99999,-99998,97483,40862,62933,98856,99959,89842
367700,61134,37962,-99100,89886,5447,-80100,97553,-73069,62936,98855,99959,89795,-99984,-99999,-99998,97553,40853,62936,98855,99959,89795
367750,59631,39699,-99335,89194,7328,-81214,97623,-73071,62938,98855,99959,89757,-99984,-99999,-99998,97623,40844,62938,98855,99959,89757
367800,58108,41422,-99534,88469,9206,-82299,97694,-73073,62940,98855,99958,89719,-99984,-99999,-99998,97694,40833,62940,98855,99958,89719
367850,56563,43130,-99698,87713,11081,-83355,97765,-73075,62942,98855,99958,89671,-99984,-99999,-99998,97765,40821,62942,98855,99958,89671
367900,54999,44823,-99827,86925,12952,-84381,97836,-73078,62943,98855,99958,89633,-99984,-99999,-99998,97836,40809,62943,98855,99958,89633
367950,53415,46500,-99920,86105,14819,-85377,97907,-73080,62944,98854,99958,89595,-99984,-99999,-99998,97907,40795,62944,98854,99958,89595
368000,51812,48160,-99977,85254,16680,-86342,97978,-73083,62945,98854,99958,89557,-99984,-99999,-99998,97978,40781,62945,98854,99958,89557
368050,50191,49803,-99999,84372,18535,-87278,98050,-73086,62946,98854,99957,89519,-99985,-99999,-99998,98050,40765,62946,98854,99957,89519
368100,48552,51429,-99986,83460,20384,-88182,98121,-73089,62946,98854,99957,89481,-99985,-99999,-99998,98121,40749,62946,98854,99957,89481
368150,46895,53036,-99937,82517,22225,-89054,98192,-73093,62946,98853,99957,89443,-99985,-99999,-99999,98192,40732,62946,98853,99957,89443
368200,45222,54625,-99852,81545,24059,-89895,98262,-73096,62946,98853,99957,89405,-99985,-99999,-99999,98262,40714,62946,98853,99957,89405
368250,43533,56194,-99732,80542,25884,-90705,98332,-73100,62945,98852,99957,89367,-99985,-99999,-99999,98332,40695,62945,98852,99957,89367
368300,41829,57743,-99576,79511,27700,-91481,98402,-73103,62944,98852,99957,89339,-99985,-99999,-99999,98402,40676,62944,98852,99957,89339
368350,40109,59272,-99386,78451,29506,-92226,98471,-73107,62943,98852,99957,89301,-99985,-99999,-99999,98471,40656,62943,98852,99957,89301
368400,38376,60779,-99159,77362,31301,-92938,98539,-73111,62942,98851,99957,89272,-99985,-99999,-99999,98539,40635,62942,98851,99957,89272
368450,36628,62265,-98898,76246,33085,-93616,98606,-73115,62940,98851,99956,89234,-99985,-99999,-99999,98606,40614,62940,98851,99956,89234
368500,34868,63729,-98602,75101,34858,-94262,98672,-73119,62939,98850,99956,89206,-99985,-99999,-99999,98672,40591,62939,98850,99956,89206
368550,33095,65170,-98270,73929,36618,-94874,98737,-73124,62936,98850,99956,89177,-99985,-99999,-99999,98737,40569,62936,98850,99956,89177
368600,31311,66588,-97904,72731,38366,-95452,98801,-73128,62934,98849,99956,89149,-99985,-99999,-99999,98801,40545,62934,98849,99956,89149
368650,29515,67982,-97502,71506,40099,-95996,98864,-73133,62931,98849,99956,89120,-99985,-99999,-99999,98864,40522,62931,98849,99956,89120
368700,27709,69352,-97066,70255,41819,-96506,98925,-73137,62929,98848,99956,89101,-99985,-99999,-99999,98925,40497,62929,98848,99956,89101
368750,25893,70698,-96596,68978,43523,-96982,98985,-73142,62926,98847,99956,89073,-99985,-99999,-99999,98985,40473,62926,98847,99956,89073
368800,24068,72018,-96091,67677,45212,-97423,99044,-73147,62922,98847,99956,89054,-99985,-99999,-99999,99044,40447,62922,98847,99956,89054
368850,22234,73313,-95552,66350,46885,-97830,99101,-73152,62919,98846,99956,89025,-99985,-99999,-99999,99101,40422,62919,98846,99956,89025
368900,20393,74582,-94980,65000,48542,-98202,99156,-73157,62915,98846,99956,89006,-99985,-99999,-99999,99156,40396,62915,98846,99956,89006
368950,18544,75824,-94373,63626,50181,-98540,99210,-73162,62911,98845,99957,88987,-99985,-99999,-99999,99210,40370,62911,98845,99957,88987
369000,16688,77040,-93733,62228,51802,-98842,99262,-73167,62906,98844,99957,88978,-99985,-99999,-99999,99262,40343,62906,98844,99957,88978
369050,14827,78228,-93060,60808,53405,-99109,99312,-73172,62902,98844,99957,88959,-99985,-99999,-99999,99312,40317,62902,98844,99957,88959
369100,12960,79388,-92353,59366,54989,-99341,99360,-73177,62897,98843,99957,88949,-99985,-99999,-99999,99360,40290,62897,98843,99957,88949
369150,11089,80520,-91614,57902,56553,-99537,99407,-73182,62892,98842,99957,88940,-99985,-99999,-99999,99407,40263,62892,98842,99957,88940
369200,9214,81623,-90842,56417,58097,-99698,99451,-73187,62887,98842,99957,88930,-99985,-99999,-99999,99451,40236,62887,98842,99957,88930
369250,7336,82698,-90038,54911,59621,-99824,99493,-73193,62882,98841,99957,88921,-99985,-99999,-99999,99493,40209,62882,98841,99957,88921
369300,5454,83743,-89202,53385,61124,-99914,99533,-73198,62877,98840,99957,88911,-99985,-99999,-99999,99533,40181,62877,98840,99957,88911
369350,3571,84758,-88334,51840,62604,-99969,99571,-73203,62871,98840,99958,88911,-99985,-99999,-99999,99571,40154,62871,98840,99958,88911
369400,1687,85743,-87435,50275,64063,-99988,99607,-73208,62865,98839,99958,88902,-99985,-99999,-99999,99607,40127,62865,98839,99958,88902
369450,-198,86698,-86505,48693,65499,-99972,99641,-73213,62859,98838,99958,88902,-99985,-99999,-99999,99641,40100,62859,98838,99958,88902
369500,-2082,87621,-85544,47092,66911,-99920,99672,-73219,62853,98837,99958,88902,-99985,-99999,-99999,99672,40073,62853,98837,99958,88902
369550,-3966,88514,-84553,45474,68300,-99833,99701,-73224,62847,98837,99958,88911,-99985,-99999,-99999,99701,40046,62847,98837,99958,88911
369600,-5849,89375,-83531,43839,69664,-99710,99728,-73229,62841,98836,99959,88911,-99985,-99999,-99999,99728,40019,62841,98836,99959,88911
369650,-7730,90205,-82480,42188,71004,-99552,99752,-73234,62835,98835,99959,88921,-99985,-99999,-99999,99752,39993,62835,98835,99959,88921
369700,-9607,91002,-81400,40521,72319,-99359,99774,-73239,62828,98835,99959,88930,-99985,-99999,-99999,99774,39966,62828,98835,99959,88930
369750,-11482,91768,-80291,38840,73607,-99130,99793,-73244,62821,98834,99959,88940,-99985,-99999,-99999,99793,39941,62821,98834,99959,88940
369800,-13352,92500,-79153,37144,74870,-98866,99810,-73249,62815,98833,99960,88949,-99985,-99999,-99999,99810,39915,62815,98833,99960,88949
369850,-15218,93200,-77987,35434,76106,-98567,99825,-73254,62808,98833,99960,88968,-99985,-99999,-99999,99825,39890,62808,98833,99960,88968
369900,-17078,93866,-76793,33711,77315,-98233,99837,-73258,62801,98832,99960,88987,-99985,-99999,-99999,99837,39865,62801,98832,99960,88987
369950,-18932,94499,-75572,31975,78497,-97864,99847,-73263,62794,98831,99961,89006,-99985,-99999,-99999,99847,39840,62794,98831,99961,89006
370000,-20779,95099,-74325,30228,79650,-97460,99854,-73268,62787,98830,99961,89025,-99985,-99999,-99999,99854,39817,62787,98830,99961,89025
370050,-22619,95665,-73050,28469,80776,-97021,99859,-73272,62780,98830,99961,89044,-99985,-99999,-99999,99859,39793,62780,98830,99961,89044
370100,-24451,96197,-71750,26699,81872,-96548,99861,-73276,62773,98829,99962,89073,-99985,-99999,-99999,99861,39770,62773,98829,99962,89073
370150,-26275,96694,-70425,24920,82940,-96041,99861,-73281,62766,98828,99962,89092,-99985,-99999,-99999,99861,39748,62766,98828,99962,89092
370200,-28089,97158,-69074,23131,83978,-95500,99858,-73285,62759,98828,99962,89120,-99985,-99999,-99999,99858,39726,62759,98828,99962,89120
370250,-29893,97587,-67699,21333,84986,-94924,99853,-73289,62752,98827,99963,89149,-99985,-99999,-99999,99853,39705,62752,98827,99963,89149
